Rok;Miesiąc;Język;Typ usługodawcy;Rodzaj współpracy;Typ klienta;Liczba zleceń;Przychód (PLN);;14320
2021;July;Węgierski;Freelancer;Useme.com;MSP;14;8120;;
2021;July;Węgierski;Biuro tłumaczeń;Useme.com;JDG;19;9747;;
2021;July;Angielski;Freelancer;Umowa o dzieło;MSP;19;11628;;
2021;July;Angielski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;13;9646;;
2021;July;Niemiecki;Freelancer;Umowa o dzieło;MSP;4;2816;;
2021;July;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;2;1146;;
2021;July;Francuski;Freelancer;Useme.com;Korporacja;2;1124;;
2021;July;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;14;6468;;
2021;July;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;3;1365;;
2021;July;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;13;8190;;
2021;July;Włoski;Freelancer;Umowa zlecenie;MSP;12;6816;;
2021;July;Włoski;Biuro tłumaczeń;Useme.com;JDG;10;6820;;
2021;July;Niderlandzki;Freelancer;Umowa zlecenie;MSP;12;9192;;
2021;July;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;8;3536;;
2021;July;Czeski;Freelancer;Umowa o dzieło;Korporacja;6;3120;;
2021;July;Czeski;Biuro tłumaczeń;Umowa zlecenie;MSP;12;7008;;
2021;August;Węgierski;Freelancer;Umowa zlecenie;JDG;6;3024;;
2021;August;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;4;2120;;
2021;August;Angielski;Freelancer;Useme.com;MSP;3;1509;;
2021;August;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;2195;;
2021;August;Niemiecki;Freelancer;Useme.com;Korporacja;4;2892;;
2021;August;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;1;573;;
2021;August;Francuski;Freelancer;Umowa o dzieło;JDG;3;1830;;
2021;August;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;20;10860;;
2021;August;Hiszpański;Freelancer;Umowa o dzieło;JDG;12;5400;;
2021;August;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;17;13583;;
2021;August;Włoski;Freelancer;Umowa o dzieło;JDG;10;7770;;
2021;August;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;2;1114;;
2021;August;Niderlandzki;Freelancer;Useme.com;MSP;13;9308;;
2021;August;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;14;10710;;
2021;August;Czeski;Freelancer;Useme.com;JDG;13;8463;;
2021;August;Czeski;Biuro tłumaczeń;Useme.com;MSP;18;9774;;
2021;September;Węgierski;Freelancer;Umowa o dzieło;JDG;20;10960;;
2021;September;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;11;6149;;
2021;September;Angielski;Freelancer;Umowa o dzieło;Korporacja;19;14003;;
2021;September;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;3;2283;;
2021;September;Niemiecki;Freelancer;Umowa o dzieło;JDG;15;8910;;
2021;September;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;9;6723;;
2021;September;Francuski;Freelancer;Umowa zlecenie;Korporacja;14;8946;;
2021;September;Francuski;Biuro tłumaczeń;Useme.com;JDG;11;4994;;
2021;September;Hiszpański;Freelancer;Useme.com;MSP;10;6740;;
2021;September;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;8;4472;;
2021;September;Włoski;Freelancer;Umowa o dzieło;MSP;2;1292;;
2021;September;Włoski;Biuro tłumaczeń;Useme.com;Korporacja;1;787;;
2021;September;Niderlandzki;Freelancer;Useme.com;Korporacja;15;8700;;
2021;September;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;5;3060;;
2021;September;Czeski;Freelancer;Umowa o dzieło;MSP;10;4270;;
2021;September;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;7;4109;;
2021;October;Węgierski;Freelancer;Umowa o dzieło;Korporacja;8;5192;;
2021;October;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;3;1965;;
2021;October;Angielski;Freelancer;Umowa zlecenie;MSP;11;7469;;
2021;October;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;16;8016;;
2021;October;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;1;687;;
2021;October;Niemiecki;Biuro tłumaczeń;Useme.com;MSP;19;14288;;
2021;October;Francuski;Freelancer;Umowa o dzieło;JDG;9;3861;;
2021;October;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;10;4040;;
2021;October;Hiszpański;Freelancer;Umowa o dzieło;JDG;2;1476;;
2021;October;Hiszpański;Biuro tłumaczeń;Useme.com;MSP;1;638;;
2021;October;Włoski;Freelancer;Umowa zlecenie;Korporacja;8;4200;;
2021;October;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;16;12560;;
2021;October;Niderlandzki;Freelancer;Umowa o dzieło;MSP;7;3178;;
2021;October;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;2;1494;;
2021;October;Czeski;Freelancer;Umowa o dzieło;JDG;13;9347;;
2021;October;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;9646;;
2021;November;Węgierski;Freelancer;Umowa zlecenie;JDG;4;3180;;
2021;November;Węgierski;Biuro tłumaczeń;Umowa o dzieło;MSP;1;758;;
2021;November;Angielski;Freelancer;Umowa zlecenie;MSP;18;8424;;
2021;November;Angielski;Biuro tłumaczeń;Useme.com;Korporacja;13;9984;;
2021;November;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;3;1893;;
2021;November;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;10;4790;;
2021;November;Francuski;Freelancer;Umowa zlecenie;MSP;2;1568;;
2021;November;Francuski;Biuro tłumaczeń;Useme.com;Korporacja;16;11408;;
2021;November;Hiszpański;Freelancer;Useme.com;JDG;14;5866;;
2021;November;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;13;6058;;
2021;November;Włoski;Freelancer;Useme.com;Korporacja;11;6468;;
2021;November;Włoski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;1;750;;
2021;November;Niderlandzki;Freelancer;Umowa o dzieło;JDG;9;5418;;
2021;November;Niderlandzki;Biuro tłumaczeń;Useme.com;MSP;2;1494;;
2021;November;Czeski;Freelancer;Umowa zlecenie;JDG;9;4500;;
2021;November;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;10668;;
2021;December;Węgierski;Freelancer;Useme.com;MSP;15;7500;;
2021;December;Węgierski;Biuro tłumaczeń;Useme.com;MSP;16;10640;;
2021;December;Angielski;Freelancer;Useme.com;MSP;8;3200;;
2021;December;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;10;4220;;
2021;December;Niemiecki;Freelancer;Useme.com;MSP;5;3785;;
2021;December;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;14;9660;;
2021;December;Francuski;Freelancer;Umowa o dzieło;Korporacja;19;8759;;
2021;December;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;11;6930;;
2021;December;Hiszpański;Freelancer;Umowa o dzieło;JDG;7;2996;;
2021;December;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;JDG;10;6330;;
2021;December;Włoski;Freelancer;Useme.com;Korporacja;4;2464;;
2021;December;Włoski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;13;8268;;
2021;December;Niderlandzki;Freelancer;Useme.com;MSP;4;3160;;
2021;December;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;JDG;12;6108;;
2021;December;Czeski;Freelancer;Umowa o dzieło;MSP;4;3000;;
2021;December;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;4;1840;;
2022;January;Węgierski;Freelancer;Umowa zlecenie;JDG;9;6813;;
2022;January;Węgierski;Biuro tłumaczeń;Umowa o dzieło;MSP;17;10081;;
2022;January;Angielski;Freelancer;Useme.com;MSP;13;8034;;
2022;January;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;1;688;;
2022;January;Niemiecki;Freelancer;Useme.com;Korporacja;5;3350;;
2022;January;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;16;10496;;
2022;January;Francuski;Freelancer;Useme.com;Korporacja;1;614;;
2022;January;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;15;8220;;
2022;January;Hiszpański;Freelancer;Umowa zlecenie;JDG;11;4928;;
2022;January;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;5;2890;;
2022;January;Włoski;Freelancer;Umowa o dzieło;MSP;7;4095;;
2022;January;Włoski;Biuro tłumaczeń;Useme.com;MSP;14;9170;;
2022;January;Niderlandzki;Freelancer;Useme.com;Korporacja;4;1872;;
2022;January;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;6;3372;;
2022;January;Czeski;Freelancer;Umowa o dzieło;Korporacja;19;13528;;
2022;January;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;5;2860;;
2022;February;Węgierski;Freelancer;Umowa o dzieło;MSP;12;6804;;
2022;February;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;15;11475;;
2022;February;Angielski;Freelancer;Useme.com;Korporacja;3;1221;;
2022;February;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;15;9705;;
2022;February;Niemiecki;Freelancer;Umowa zlecenie;JDG;13;9178;;
2022;February;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;10;7230;;
2022;February;Francuski;Freelancer;Umowa o dzieło;Korporacja;12;9300;;
2022;February;Francuski;Biuro tłumaczeń;Umowa o dzieło;MSP;7;4886;;
2022;February;Hiszpański;Freelancer;Umowa o dzieło;MSP;15;6735;;
2022;February;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;MSP;5;2565;;
2022;February;Włoski;Freelancer;Useme.com;JDG;16;9952;;
2022;February;Włoski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;1;446;;
2022;February;Niderlandzki;Freelancer;Umowa o dzieło;MSP;2;1288;;
2022;February;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;10;4090;;
2022;February;Czeski;Freelancer;Umowa o dzieło;JDG;3;1734;;
2022;February;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;20;12400;;
2022;March;Węgierski;Freelancer;Useme.com;JDG;9;4752;;
2022;March;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;13;5343;;
2022;March;Angielski;Freelancer;Useme.com;JDG;4;1840;;
2022;March;Angielski;Biuro tłumaczeń;Useme.com;Korporacja;12;7080;;
2022;March;Niemiecki;Freelancer;Umowa o dzieło;MSP;13;10387;;
2022;March;Niemiecki;Biuro tłumaczeń;Useme.com;MSP;2;964;;
2022;March;Francuski;Freelancer;Useme.com;MSP;6;4056;;
2022;March;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;2;992;;
2022;March;Hiszpański;Freelancer;Umowa o dzieło;JDG;17;7072;;
2022;March;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;4;2404;;
2022;March;Włoski;Freelancer;Umowa zlecenie;MSP;19;12844;;
2022;March;Włoski;Biuro tłumaczeń;Umowa o dzieło;MSP;13;5902;;
2022;March;Niderlandzki;Freelancer;Useme.com;JDG;9;4842;;
2022;March;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;18;9900;;
2022;March;Czeski;Freelancer;Useme.com;Korporacja;19;14060;;
2022;March;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;14;10164;;
2022;April;Węgierski;Freelancer;Useme.com;JDG;7;3213;;
2022;April;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;9;5427;;
2022;April;Angielski;Freelancer;Umowa o dzieło;MSP;10;4960;;
2022;April;Angielski;Biuro tłumaczeń;Umowa zlecenie;MSP;5;2365;;
2022;April;Niemiecki;Freelancer;Useme.com;MSP;5;2900;;
2022;April;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;6;3168;;
2022;April;Francuski;Freelancer;Umowa o dzieło;MSP;16;10128;;
2022;April;Francuski;Biuro tłumaczeń;Umowa zlecenie;JDG;11;6743;;
2022;April;Hiszpański;Freelancer;Umowa zlecenie;JDG;8;3336;;
2022;April;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;19;11305;;
2022;April;Włoski;Freelancer;Umowa zlecenie;JDG;8;6008;;
2022;April;Włoski;Biuro tłumaczeń;Umowa zlecenie;JDG;8;3304;;
2022;April;Niderlandzki;Freelancer;Useme.com;Korporacja;8;6248;;
2022;April;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;11;8591;;
2022;April;Czeski;Freelancer;Umowa o dzieło;MSP;7;3969;;
2022;April;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;17;10217;;
2022;May;Węgierski;Freelancer;Umowa zlecenie;JDG;16;9808;;
2022;May;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;2;1400;;
2022;May;Angielski;Freelancer;Useme.com;JDG;13;5824;;
2022;May;Angielski;Biuro tłumaczeń;Useme.com;JDG;6;2574;;
2022;May;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;15;11850;;
2022;May;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;20;10400;;
2022;May;Francuski;Freelancer;Useme.com;JDG;1;547;;
2022;May;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;7;4074;;
2022;May;Hiszpański;Freelancer;Useme.com;MSP;2;942;;
2022;May;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;JDG;16;11824;;
2022;May;Włoski;Freelancer;Umowa zlecenie;MSP;2;1526;;
2022;May;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;6066;;
2022;May;Niderlandzki;Freelancer;Useme.com;MSP;12;8544;;
2022;May;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;16;8128;;
2022;May;Czeski;Freelancer;Umowa zlecenie;MSP;15;7890;;
2022;May;Czeski;Biuro tłumaczeń;Umowa zlecenie;JDG;18;10224;;
2022;June;Węgierski;Freelancer;Umowa o dzieło;MSP;18;9162;;
2022;June;Węgierski;Biuro tłumaczeń;Umowa zlecenie;MSP;6;4596;;
2022;June;Angielski;Freelancer;Useme.com;MSP;14;7098;;
2022;June;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;5;3830;;
2022;June;Niemiecki;Freelancer;Umowa zlecenie;MSP;12;6252;;
2022;June;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;MSP;18;9756;;
2022;June;Francuski;Freelancer;Useme.com;JDG;18;12924;;
2022;June;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;19;14440;;
2022;June;Hiszpański;Freelancer;Umowa o dzieło;MSP;13;6110;;
2022;June;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;11;6248;;
2022;June;Włoski;Freelancer;Umowa o dzieło;Korporacja;10;5130;;
2022;June;Włoski;Biuro tłumaczeń;Umowa o dzieło;MSP;2;942;;
2022;June;Niderlandzki;Freelancer;Useme.com;Korporacja;19;10697;;
2022;June;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;3;2034;;
2022;June;Czeski;Freelancer;Useme.com;MSP;4;2680;;
2022;June;Czeski;Biuro tłumaczeń;Umowa zlecenie;MSP;13;6019;;
2022;July;Węgierski;Freelancer;Useme.com;Korporacja;4;3012;;
2022;July;Węgierski;Biuro tłumaczeń;Useme.com;JDG;20;9620;;
2022;July;Angielski;Freelancer;Umowa o dzieło;MSP;6;3234;;
2022;July;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;3030;;
2022;July;Niemiecki;Freelancer;Umowa zlecenie;MSP;3;1524;;
2022;July;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;2;978;;
2022;July;Francuski;Freelancer;Useme.com;Korporacja;15;8850;;
2022;July;Francuski;Biuro tłumaczeń;Umowa zlecenie;MSP;20;8320;;
2022;July;Hiszpański;Freelancer;Umowa zlecenie;MSP;16;12480;;
2022;July;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;2;900;;
2022;July;Włoski;Freelancer;Umowa o dzieło;MSP;20;15640;;
2022;July;Włoski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;10;7520;;
2022;July;Niderlandzki;Freelancer;Useme.com;JDG;8;5192;;
2022;July;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;JDG;2;1166;;
2022;July;Czeski;Freelancer;Useme.com;MSP;6;3354;;
2022;July;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;14;10976;;
2022;August;Węgierski;Freelancer;Useme.com;Korporacja;3;1353;;
2022;August;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;17;9044;;
2022;August;Angielski;Freelancer;Umowa o dzieło;JDG;7;5173;;
2022;August;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;3708;;
2022;August;Niemiecki;Freelancer;Useme.com;MSP;7;3542;;
2022;August;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;16;10016;;
2022;August;Francuski;Freelancer;Umowa o dzieło;Korporacja;7;3444;;
2022;August;Francuski;Biuro tłumaczeń;Useme.com;MSP;19;13376;;
2022;August;Hiszpański;Freelancer;Useme.com;JDG;12;6432;;
2022;August;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;3;1692;;
2022;August;Włoski;Freelancer;Umowa zlecenie;JDG;4;1652;;
2022;August;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;13;5499;;
2022;August;Niderlandzki;Freelancer;Useme.com;MSP;7;5334;;
2022;August;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;15;11550;;
2022;August;Czeski;Freelancer;Umowa zlecenie;JDG;1;533;;
2022;August;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;18;9630;;
2022;September;Węgierski;Freelancer;Umowa zlecenie;JDG;16;10944;;
2022;September;Węgierski;Biuro tłumaczeń;Umowa o dzieło;MSP;6;4596;;
2022;September;Angielski;Freelancer;Useme.com;JDG;20;15180;;
2022;September;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;3910;;
2022;September;Niemiecki;Freelancer;Umowa o dzieło;Korporacja;14;9114;;
2022;September;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;3;2157;;
2022;September;Francuski;Freelancer;Umowa o dzieło;JDG;5;3845;;
2022;September;Francuski;Biuro tłumaczeń;Useme.com;Korporacja;19;12445;;
2022;September;Hiszpański;Freelancer;Umowa zlecenie;MSP;17;11645;;
2022;September;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;Korporacja;10;7480;;
2022;September;Włoski;Freelancer;Umowa o dzieło;Korporacja;8;4832;;
2022;September;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;15;11220;;
2022;September;Niderlandzki;Freelancer;Umowa zlecenie;JDG;19;9386;;
2022;September;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;12;7908;;
2022;September;Czeski;Freelancer;Umowa o dzieło;MSP;4;2228;;
2022;September;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;18;10458;;
2022;October;Węgierski;Freelancer;Useme.com;Korporacja;11;5885;;
2022;October;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;1;470;;
2022;October;Angielski;Freelancer;Umowa zlecenie;MSP;12;8652;;
2022;October;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;2;830;;
2022;October;Niemiecki;Freelancer;Useme.com;JDG;12;7080;;
2022;October;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;4;1928;;
2022;October;Francuski;Freelancer;Useme.com;Korporacja;10;4430;;
2022;October;Francuski;Biuro tłumaczeń;Umowa o dzieło;MSP;20;11720;;
2022;October;Hiszpański;Freelancer;Useme.com;JDG;13;9672;;
2022;October;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;JDG;5;3110;;
2022;October;Włoski;Freelancer;Umowa o dzieło;JDG;7;3780;;
2022;October;Włoski;Biuro tłumaczeń;Useme.com;JDG;7;5040;;
2022;October;Niderlandzki;Freelancer;Umowa o dzieło;Korporacja;3;2337;;
2022;October;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;15;10740;;
2022;October;Czeski;Freelancer;Umowa zlecenie;MSP;1;462;;
2022;October;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;3;1386;;
2022;November;Węgierski;Freelancer;Umowa o dzieło;JDG;5;3875;;
2022;November;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;1;459;;
2022;November;Angielski;Freelancer;Umowa zlecenie;Korporacja;15;10305;;
2022;November;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;12;6516;;
2022;November;Niemiecki;Freelancer;Umowa o dzieło;Korporacja;14;7364;;
2022;November;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;9;3771;;
2022;November;Francuski;Freelancer;Useme.com;JDG;17;11016;;
2022;November;Francuski;Biuro tłumaczeń;Umowa zlecenie;JDG;5;3875;;
2022;November;Hiszpański;Freelancer;Useme.com;Korporacja;3;2364;;
2022;November;Hiszpański;Biuro tłumaczeń;Useme.com;Korporacja;11;6512;;
2022;November;Włoski;Freelancer;Umowa o dzieło;Korporacja;4;1728;;
2022;November;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;15;11925;;
2022;November;Niderlandzki;Freelancer;Useme.com;JDG;2;932;;
2022;November;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;13;7852;;
2022;November;Czeski;Freelancer;Useme.com;JDG;20;12920;;
2022;November;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;11;5819;;
2022;December;Węgierski;Freelancer;Umowa zlecenie;MSP;1;618;;
2022;December;Węgierski;Biuro tłumaczeń;Useme.com;MSP;3;1611;;
2022;December;Angielski;Freelancer;Useme.com;JDG;18;11862;;
2022;December;Angielski;Biuro tłumaczeń;Useme.com;JDG;9;6192;;
2022;December;Niemiecki;Freelancer;Umowa zlecenie;MSP;2;802;;
2022;December;Niemiecki;Biuro tłumaczeń;Useme.com;MSP;2;1092;;
2022;December;Francuski;Freelancer;Useme.com;Korporacja;6;4200;;
2022;December;Francuski;Biuro tłumaczeń;Umowa o dzieło;MSP;9;6021;;
2022;December;Hiszpański;Freelancer;Umowa zlecenie;JDG;6;2760;;
2022;December;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;Korporacja;16;9424;;
2022;December;Włoski;Freelancer;Umowa zlecenie;Korporacja;7;5537;;
2022;December;Włoski;Biuro tłumaczeń;Umowa o dzieło;MSP;1;468;;
2022;December;Niderlandzki;Freelancer;Umowa o dzieło;MSP;3;2094;;
2022;December;Niderlandzki;Biuro tłumaczeń;Useme.com;MSP;12;7836;;
2022;December;Czeski;Freelancer;Useme.com;JDG;19;9348;;
2022;December;Czeski;Biuro tłumaczeń;Umowa zlecenie;MSP;9;4527;;
